Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Profit_Margin,Is_Profitable,Day_of_Week,Month,ROAS,CTR,CPC
A1666,Data Analytics Course,110.0,5925.0,188.18,29.0,9.0,0.082,1682.0,2024-11-23,hyderabad,desktop,data anaytics training,7.938250611117015,1,Sabado,11,8.938250611117015,0.018565400843881856,1.7107272727272729
A1667,Data Analytics Course,85.0,4010.0,195.26,17.0,4.0,0.042,1853.0,2024-06-11,hyderabad,mobile,data analitics online,8.489910888046708,1,Martes,6,9.489910888046708,0.02119700748129676,2.2971764705882354
A1670,Data Analytics Course,129.0,3787.0,229.81,10.0,6.0,0.047,1221.0,2024-11-13,hyderabad,desktop,online data analytic,4.313084722161786,0,Miercoles,11,5.313084722161785,0.0340639028254555,1.7814728682170542
A1671,Data Analytics Course,112.0,4834.0,212.27,11.0,7.0,0.062,1524.0,2024-11-27,hyderabad,mobile,data analitics online,6.179535497244076,0,Miercoles,11,7.179535497244076,0.023169218038891187,1.8952678571428572
A1672,Data Analytics Course,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,hyderabad,desktop,data anaytics training,9.601156682761182,1,Martes,11,10.601156682761182,0.03431210821511053,1.8122115384615385
A1673,Data Analytics Course,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,hyderabad,mobile,online data analytic,7.851172047766474,1,Domingo,11,8.851172047766475,0.03516249334043687,1.3703030303030304
A1675,Data Analytics Course,109.0,4910.0,236.2,20.0,8.0,0.054,1145.0,2024-11-08,hyderabad,tablet,data anaytics training,3.8475867908552073,0,Viernes,11,4.847586790855208,0.02219959266802444,2.16697247706422
A1676,Data Analytics Course,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,2024-11-10,hyderabad,desktop,data analytics course,6.096022776291951,0,Domingo,11,7.096022776291951,0.02865101472343812,1.609861111111111
A1677,Data Analytics Course,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,2024-11-24,hyderabad,mobile,learn data analytics,4.276171318414215,0,Domingo,11,5.276171318414215,0.03516008642702809,1.333072625698324
A1678,Data Analytics Course,139.0,5622.0,190.87,14.0,8.0,0.05755395683453238,1400.0,2024-11-17,hyderabad,mobile,analytics for data,6.334835228165768,0,Domingo,11,7.334835228165767,0.024724297403059408,1.3731654676258993
A1679,Data Analytics Course,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,hyderabad,desktop,data anaytics training,6.391539641021016,0,Domingo,11,7.391539641021016,0.025561921551344204,1.9115517241379312
A1680,Data Analytics Course,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,2024-11-12,hyderabad,mobile,online data analytic,7.139897991048195,1,Martes,11,8.139897991048194,0.02536335138216016,2.158876404494382
A1681,Data Analytics Course,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,hyderabad,desktop,data analitics online,3.4993560849967804,0,Jueves,11,4.499356084996781,0.02869097429766886,2.5883333333333334
A1682,Data Analytics Course,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,2024-11-09,hyderabad,desktop,data analytics course,3.9575933648844948,0,Sabado,11,4.957593364884494,0.04101147471313217,1.1057512953367876
A1683,Data Analytics Course,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,2024-11-21,hyderabad,mobile,data analytics course,5.973751930005147,0,Jueves,11,6.973751930005147,0.03131416837782341,1.5926229508196723
A1684,Data Analytics Course,133.0,3332.0,201.59,14.0,7.0,0.05263157894736842,1943.0,2024-11-15,hyderabad,tablet,data analytics course,8.638374919390843,1,Viernes,11,9.638374919390843,0.03991596638655462,1.5157142857142858
A1685,Data Analytics Course,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,2024-11-16,hyderabad,mobile,data anaytics training,4.758195899040969,0,Sabado,11,5.758195899040969,0.030846985012199374,1.4079661016949152
A1686,Data Analytics Course,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,2024-11-28,hyderabad,desktop,data analytics course,3.714951595553962,0,Jueves,11,4.714951595553962,0.030303030303030304,1.377283950617284
A1687,Data Analytics Course,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,2024-11-02,hyderabad,desktop,data analytics course,6.18252114795786,0,Sabado,11,7.18252114795786,0.03107392863240567,1.0587362637362636
A1688,Data Analytics Course,154.0,4836.0,233.8,26.0,10.0,0.06493506493506493,1838.0,2024-11-30,hyderabad,desktop,data analytics course,6.86142001710864,0,Sabado,11,7.86142001710864,0.03184449958643507,1.5181818181818183
A1689,Data Analytics Course,104.0,5291.0,186.93,19.0,10.0,0.096,1805.0,2024-11-29,hyderabad,tablet,data analytics course,8.656020970416733,1,Viernes,11,9.656020970416733,0.019656019656019656,1.7974038461538462
A1690,Data Analytics Course,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,2024-11-22,hyderabad,desktop,data anaytics training,5.7452748396046465,0,Viernes,11,6.745274839604647,0.020867768595041324,2.283960396039604
A1691,Data Analytics Course,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,2024-11-29,hyderabad,tablet,learn data analytics,5.287262872628727,0,Viernes,11,6.287262872628727,0.04074422986340085,1.173121387283237
A1692,Data Analytics Course,186.0,5824.0,224.48,29.0,6.0,0.03225806451612903,1882.0,2024-11-28,hyderabad,mobile,data analitics online,7.383820384889523,1,Jueves,11,8.383820384889523,0.031936813186813184,1.2068817204301074
A1693,Data Analytics Course,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,2024-10-11,hyderabad,mobile,data analytics course,6.884285100901675,0,Viernes,10,7.884285100901675,0.02486559139784946,1.258918918918919
A1694,Data Analytics Course,181.0,3691.0,229.14,25.0,10.0,0.055248618784530384,1375.0,2024-11-06,hyderabad,mobile,analytics for data,5.000698263070612,0,Miercoles,11,6.000698263070612,0.04903820102953129,1.2659668508287292
A1695,Data Analytics Course,110.0,4350.0,243.88,16.0,9.0,0.08181818181818182,1157.0,2024-11-15,hyderabad,tablet,online data analytic,3.744136460554371,0,Viernes,11,4.744136460554371,0.02528735632183908,2.217090909090909
A1696,Data Analytics Course,151.0,5656.0,191.95,18.0,7.0,0.046357615894039736,1813.0,2024-02-11,hyderabad,mobile,data analitics online,8.445168012503256,1,Domingo,2,9.445168012503256,0.026697312588401696,1.2711920529801324
A1697,Data Analytics Course,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,2024-11-13,hyderabad,desktop,data anaytics training,6.416309763132594,0,Miercoles,11,7.416309763132594,0.01971090670170828,2.5424444444444445
A1699,Data Analytics Course,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,2024-11-17,hyderabad,mobile,data anaytics training,5.8856078377259555,0,Domingo,11,6.8856078377259555,0.03364338017019592,1.2788823529411764
A1700,Data Analytics Course,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,2024-11-17,hyderabad,desktop,analytics for data,4.1923076923076925,0,Domingo,11,5.192307692307692,0.02199096799528765,2.042857142857143
A1701,Data Analytics Course,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,2024-11-03,hyderabad,tablet,online data analytic,7.48301806813967,1,Domingo,11,8.483018068139671,0.03523238380809595,1.0038829787234043
A1702,Data Analytics Course,85.0,4963.0,186.21,14.0,6.0,0.07058823529411765,1747.0,2024-05-11,hyderabad,mobile,data analytics course,8.381880672359165,1,Sabado,5,9.381880672359165,0.017126737860165223,2.1907058823529413
A1703,Data Analytics Course,94.0,4544.0,235.77,23.0,8.0,0.0851063829787234,1342.0,2024-11-05,hyderabad,tablet,online data analytic,4.691987954362302,0,Martes,11,5.691987954362302,0.02068661971830986,2.5081914893617023
A1704,Data Analytics Course,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,2024-11-13,hyderabad,tablet,data analitics online,8.078790107566425,1,Miercoles,11,9.078790107566425,0.036115078555396855,1.2290395480225988
A1705,Data Analytics Course,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,2024-11-27,hyderabad,tablet,data analitics online,5.071613907628438,0,Miercoles,11,6.071613907628438,0.02843601895734597,1.2846666666666666
A1706,Data Analytics Course,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,2024-11-13,hyderabad,tablet,online data analytic,4.557471547519338,0,Miercoles,11,5.557471547519338,0.016842105263157894,2.306477272727273
A1707,Data Analytics Course,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,2024-11-25,hyderabad,desktop,data analitics online,6.233902450496212,0,Lunes,11,7.233902450496213,0.02635371628577311,1.661015625
A1708,Data Analytics Course,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,2024-11-12,hyderabad,mobile,learn data analytics,6.385895534684463,0,Martes,11,7.385895534684463,0.030696798493408662,1.489325153374233
A1709,Data Analytics Course,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,2024-11-11,hyderabad,tablet,online data analytic,4.2672467371037905,0,Lunes,11,5.2672467371037905,0.029317909852413244,1.313469387755102
A1710,Data Analytics Course,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,2024-11-21,hyderabad,desktop,data analytics course,4.520504731861199,0,Jueves,11,5.520504731861199,0.032621690862510676,1.0290052356020942
A1711,Data Analytics Course,139.0,5916.0,234.46,17.0,6.0,0.044,1982.0,2024-11-02,hyderabad,desktop,data analytics course,7.453467542437942,1,Sabado,11,8.453467542437942,0.023495605138607167,1.6867625899280576
A1712,Data Analytics Course,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,2024-11-20,hyderabad,tablet,online data analytic,5.283270791517584,0,Miercoles,11,6.283270791517584,0.02909919028340081,1.9928695652173913
A1713,Data Analytics Course,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,2024-11-05,hyderabad,desktop,learn data analytics,4.560773999624272,0,Martes,11,5.560773999624272,0.02923003802281369,1.7310569105691056
A1714,Data Analytics Course,121.0,5517.0,222.14,16.0,7.0,0.05785123966942149,1682.0,2024-11-02,hyderabad,tablet,learn data analytics,6.571801566579635,0,Sabado,11,7.5718015665796345,0.02193220953416712,1.8358677685950413
A1715,Data Analytics Course,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,2024-11-14,hyderabad,tablet,online data analytic,5.289427500830053,0,Jueves,11,6.289427500830052,0.023076923076923078,1.6732539682539684
A1716,Data Analytics Course,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,2024-11-18,hyderabad,mobile,data analitics online,7.124494745351657,1,Lunes,11,8.124494745351658,0.03482114593225704,1.7992727272727271
A1717,Data Analytics Course,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,2024-11-14,hyderabad,tablet,analytics for data,5.00107161993213,0,Jueves,11,6.00107161993213,0.034265103697024346,1.1787368421052633
A1718,Data Analytics Course,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,2024-11-25,hyderabad,desktop,data analytics course,5.989706660157045,0,Lunes,11,6.989706660157045,0.04034896401308615,1.6607432432432432
A1719,Data Analytics Course,86.0,5663.0,231.79,19.0,10.0,0.116,1547.0,2024-11-17,hyderabad,mobile,data anaytics training,5.674144699943915,0,Domingo,11,6.674144699943915,0.015186297015716051,2.695232558139535
A1720,Data Analytics Course,172.0,3123.0,216.67,15.0,7.0,0.040697674418604654,1759.0,2024-02-11,hyderabad,desktop,online data analytic,7.118336640974754,1,Domingo,2,8.118336640974755,0.055075248158821644,1.2597093023255814
A1721,Data Analytics Course,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,2024-11-03,hyderabad,desktop,online data analytic,5.093893029946384,0,Domingo,11,6.0938930299463845,0.025363604114934372,1.6042657342657343
A1722,Data Analytics Course,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,2024-11-27,hyderabad,mobile,learn data analytics,3.5227429359062716,0,Miercoles,11,4.522742935906272,0.0387736699729486,1.349767441860465
A1723,Data Analytics Course,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,2024-11-24,hyderabad,desktop,data anaytics training,7.448687350835322,1,Domingo,11,8.448687350835321,0.02484248424842484,1.366304347826087
A1724,Data Analytics Course,132.0,4972.0,248.45,25.0,9.0,0.06818181818181818,1126.0,2024-11-19,hyderabad,tablet,data analitics online,3.5320990138860937,0,Martes,11,4.532099013886094,0.02654867256637168,1.8821969696969696
A1726,Data Analytics Course,154.0,3461.0,235.36,18.0,4.0,0.025974025974025976,1212.0,2024-11-18,hyderabad,tablet,data analitics online,4.149558123725357,0,Lunes,11,5.149558123725357,0.044495810459404796,1.5283116883116885
A1727,Data Analytics Course,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,2024-11-20,hyderabad,tablet,data anaytics training,3.6822742474916383,0,Miercoles,11,4.682274247491638,0.03680981595092025,1.8746825396825397
A1728,Data Analytics Course,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,2024-11-24,hyderabad,tablet,data analitics online,5.408399710354815,0,Domingo,11,6.408399710354815,0.03428571428571429,1.6011594202898551
A1729,Data Analytics Course,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,2024-11-17,hyderabad,mobile,data analytics course,5.97336804164998,0,Domingo,11,6.97336804164998,0.05078947368421052,1.0350259067357512
A1730,Data Analytics Course,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,2024-11-28,hyderabad,tablet,data analytics course,5.885900299386969,0,Jueves,11,6.885900299386969,0.0294728887209522,1.3489102564102564
A1731,Data Analytics Course,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,2024-11-01,hyderabad,tablet,data anaytics training,5.358445590110317,0,Viernes,11,6.358445590110317,0.03983169705469846,1.2703521126760562
A1732,Data Analytics Course,92.0,4296.0,239.12,11.0,10.0,0.10869565217391304,1169.0,2024-11-02,hyderabad,tablet,data anaytics training,3.888758782201405,0,Sabado,11,4.888758782201405,0.021415270018621976,2.5991304347826087
A1733,Data Analytics Course,190.0,3567.0,249.26,20.0,7.0,0.057,1517.0,2024-11-26,hyderabad,desktop,data analitics online,5.086014603225548,0,Martes,11,6.086014603225548,0.05326604990187833,1.3118947368421052
A1734,Data Analytics Course,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,2024-03-11,hyderabad,desktop,analytics for data,4.53461016437943,0,Lunes,3,5.53461016437943,0.027606098063452822,1.4845522388059702
A1735,Data Analytics Course,144.0,4524.0,186.47,29.0,8.0,0.056,1437.0,2024-11-29,hyderabad,mobile,data analytics course,6.706333458465169,0,Viernes,11,7.706333458465169,0.03183023872679045,1.2949305555555555
A1736,Data Analytics Course,117.0,4630.0,196.66,15.0,8.0,0.06837606837606838,1361.0,2024-11-17,hyderabad,desktop,online data analytic,5.9205735787653815,0,Domingo,11,6.920573578765382,0.02526997840172786,1.6808547008547008
A1737,Data Analytics Course,160.0,3448.0,210.38,19.0,7.0,0.044,1705.0,2024-11-14,hyderabad,desktop,data analytics course,7.104382545869379,1,Jueves,11,8.10438254586938,0.04640371229698376,1.314875
A1738,Data Analytics Course,146.0,5297.0,198.89,30.0,8.0,0.055,2000.0,2024-11-02,hyderabad,desktop,data anaytics training,9.055809744079644,1,Sabado,11,10.055809744079642,0.02756277138002643,1.3622602739726026
A1739,Data Analytics Course,175.0,3818.0,190.89,30.0,10.0,0.039,1088.0,2024-11-10,hyderabad,tablet,data analitics online,4.6996175808057,0,Domingo,11,5.6996175808057,0.045835515976951284,1.0908
A1740,Data Analytics Course,122.0,4791.0,223.16,12.0,4.0,0.033,1246.0,2024-05-11,hyderabad,tablet,learn data analytics,4.583437892095358,0,Sabado,5,5.583437892095358,0.02546441243999165,1.8291803278688525
A1741,Data Analytics Course,85.0,3713.0,225.74,23.0,5.0,0.047,1867.0,2024-11-24,hyderabad,tablet,data analitics online,7.270576769735093,1,Domingo,11,8.270576769735094,0.022892539725289523,2.655764705882353
A1742,Data Analytics Course,167.0,3634.0,202.75,30.0,10.0,0.06,1503.0,2024-11-23,hyderabad,desktop,data anaytics training,6.413070283600494,0,Sabado,11,7.413070283600494,0.04595487066593286,1.214071856287425
A1743,Data Analytics Course,158.0,3025.0,180.5,24.0,9.0,0.056962025316455694,1725.0,2024-11-26,hyderabad,tablet,data anaytics training,8.556786703601109,1,Martes,11,9.556786703601109,0.05223140495867769,1.1424050632911393
A1744,Data Analytics Course,176.0,5868.0,184.46,20.0,4.0,0.023,1229.0,2024-11-20,hyderabad,desktop,data analytics course,5.662691098341103,0,Miercoles,11,6.662691098341104,0.029993183367416496,1.0480681818181818
A1745,Data Analytics Course,111.0,3050.0,208.87,10.0,7.0,0.063,1774.0,2024-11-26,hyderabad,tablet,analytics for data,7.49332120457701,1,Martes,11,8.49332120457701,0.03639344262295082,1.8817117117117117
A1747,Data Analytics Course,177.0,3042.0,239.64,26.0,4.0,0.023,1646.0,2024-11-20,hyderabad,mobile,data analytics course,5.868636287764982,0,Miercoles,11,6.868636287764981,0.05818540433925049,1.3538983050847457
A1748,Data Analytics Course,150.0,5272.0,239.06,13.0,9.0,0.06,1232.0,2024-01-11,hyderabad,desktop,online data analytic,4.153517945285703,0,Jueves,1,5.153517945285702,0.028452200303490136,1.5937333333333334
A1749,Data Analytics Course,160.0,4279.0,191.56,22.0,10.0,0.039,1234.0,2024-12-11,hyderabad,mobile,data analytics course,5.441845896846941,0,Miercoles,12,6.4418458968469405,0.0373919139985978,1.19725
A1750,Data Analytics Course,147.0,5659.0,188.07,22.0,4.0,0.045,1796.0,2024-11-25,hyderabad,mobile,analytics for data,8.54963577391397,1,Lunes,11,9.549635773913968,0.02597632090475349,1.2793877551020407
A1751,Data Analytics Course,198.0,4816.0,224.96,21.0,4.0,0.042,1601.0,2024-05-11,hyderabad,mobile,online data analytic,6.116820768136558,0,Sabado,5,7.116820768136558,0.04111295681063123,1.1361616161616162
A1753,Data Analytics Course,94.0,5221.0,225.23,17.0,3.0,0.036,1209.0,2024-11-19,hyderabad,tablet,learn data analytics,4.367846201660525,0,Martes,11,5.367846201660525,0.01800421375215476,2.396063829787234
A1754,Data Analytics Course,90.0,5859.0,187.29,17.0,5.0,0.056,1375.0,2024-11-16,hyderabad,mobile,analytics for data,6.3415558759143575,0,Sabado,11,7.3415558759143575,0.015360983102918587,2.081
A1755,Data Analytics Course,182.0,5055.0,232.64,26.0,8.0,0.036,1815.0,2024-10-11,hyderabad,mobile,data anaytics training,6.801753782668501,0,Viernes,10,7.801753782668501,0.036003956478733924,1.2782417582417582
A1756,Data Analytics Course,139.0,4373.0,199.32,16.0,5.0,0.03597122302158273,1150.0,2024-11-02,hyderabad,desktop,data anaytics training,4.769616696769015,0,Sabado,11,5.769616696769015,0.031785959295678026,1.433956834532374
A1757,Data Analytics Course,139.0,4524.0,234.85,11.0,8.0,0.05755395683453238,1398.0,2024-11-04,hyderabad,desktop,data anaytics training,4.9527357888013634,0,Lunes,11,5.952735788801363,0.03072502210433245,1.689568345323741
A1758,Data Analytics Course,103.0,3547.0,232.35,11.0,8.0,0.078,1663.0,2024-11-26,hyderabad,tablet,learn data analytics,6.15730578868087,0,Martes,11,7.15730578868087,0.029038624189455877,2.2558252427184464
A1759,Data Analytics Course,148.0,3128.0,197.02,27.0,9.0,0.061,1214.0,2024-11-12,hyderabad,tablet,data anaytics training,5.161810983656482,0,Martes,11,6.161810983656482,0.04731457800511509,1.3312162162162162
A1760,Data Analytics Course,151.0,5201.0,198.56,15.0,10.0,0.066,1716.0,2024-11-05,hyderabad,tablet,data anaytics training,7.642224012892829,1,Martes,11,8.642224012892829,0.02903287829263603,1.3149668874172185
A1761,Data Analytics Course,148.0,5510.0,210.42,27.0,4.0,0.048,1352.0,2024-11-06,hyderabad,mobile,learn data analytics,5.425244748598042,0,Miercoles,11,6.425244748598042,0.026860254083484573,1.4217567567567566
A1762,Data Analytics Course,103.0,5628.0,195.6,24.0,8.0,0.034,1065.0,2024-11-09,hyderabad,mobile,analytics for data,4.4447852760736195,0,Sabado,11,5.4447852760736195,0.01830135039090263,1.899029126213592
A1763,Data Analytics Course,115.0,5445.0,183.55,21.0,7.0,0.059,1721.0,2024-11-07,hyderabad,tablet,data analytics course,8.376191773358757,1,Jueves,11,9.376191773358757,0.021120293847566574,1.5960869565217393
A1764,Data Analytics Course,160.0,5936.0,239.87,29.0,4.0,0.025,1320.0,2024-11-24,hyderabad,mobile,analytics for data,4.502980781256515,0,Domingo,11,5.502980781256514,0.026954177897574125,1.4991875000000001
A1765,Data Analytics Course,166.0,5808.0,194.79,14.0,8.0,0.048,1799.0,2024-11-14,hyderabad,tablet,data anaytics training,8.235587042455979,1,Jueves,11,9.235587042455979,0.028581267217630855,1.173433734939759
A1766,Data Analytics Course,187.0,3282.0,234.91,10.0,7.0,0.041,1525.0,2024-11-29,hyderabad,mobile,online data analytic,5.491847941764931,0,Viernes,11,6.491847941764932,0.056977452772699576,1.2562032085561496
A1768,Data Analytics Course,172.0,5546.0,241.81,24.0,10.0,0.058,1681.0,2024-11-03,hyderabad,desktop,learn data analytics,5.95173896861172,0,Domingo,11,6.9517389686117195,0.031013342949873783,1.4058720930232558
A1769,Data Analytics Course,187.0,5734.0,187.44,10.0,8.0,0.043,1183.0,2024-11-23,hyderabad,tablet,analytics for data,5.311352966282543,0,Sabado,11,6.311352966282544,0.03261248692012557,1.0023529411764707
A1770,Data Analytics Course,196.0,4964.0,249.47,26.0,9.0,0.046,1996.0,2024-11-19,hyderabad,mobile,learn data analytics,7.00096203952379,1,Martes,11,8.00096203952379,0.0394842868654311,1.2728061224489795
A1772,Data Analytics Course,103.0,5244.0,205.9,22.0,7.0,0.032,1954.0,2024-11-16,hyderabad,mobile,analytics for data,8.490043710539096,1,Sabado,11,9.490043710539096,0.019641495041952707,1.9990291262135922
A1773,Data Analytics Course,114.0,3064.0,196.01,23.0,6.0,0.053,1348.0,2024-11-30,hyderabad,mobile,learn data analytics,5.877200142849855,0,Sabado,11,6.877200142849855,0.03720626631853786,1.7193859649122807
A1774,Data Analytics Course,116.0,3265.0,199.21,24.0,10.0,0.086,1006.0,2024-11-21,hyderabad,mobile,learn data analytics,4.04994729180262,0,Jueves,11,5.04994729180262,0.03552833078101072,1.7173275862068966
A1775,Data Analytics Course,164.0,5351.0,217.9,10.0,9.0,0.055,1431.0,2024-11-12,hyderabad,tablet,online data analytic,5.567232675539238,0,Martes,11,6.567232675539238,0.030648476920201832,1.3286585365853658
A1777,Data Analytics Course,112.0,4808.0,221.57,17.0,7.0,0.062,1186.0,2024-11-25,hyderabad,desktop,data analitics online,4.352710204450061,0,Lunes,11,5.352710204450061,0.02329450915141431,1.9783035714285713
A1778,Data Analytics Course,87.0,5506.0,188.77,11.0,5.0,0.05747126436781609,1774.0,2024-11-22,hyderabad,mobile,learn data analytics,8.397679716056576,1,Viernes,11,9.397679716056576,0.01580094442426444,2.169770114942529
A1779,Data Analytics Course,139.0,4798.0,198.45,20.0,10.0,0.07194244604316546,1937.0,2024-11-14,hyderabad,mobile,data anaytics training,8.760644998740236,1,Jueves,11,9.760644998740238,0.02897040433513964,1.4276978417266186
A1780,Data Analytics Course,139.0,5763.0,214.49,15.0,5.0,0.045,1781.0,2024-11-01,hyderabad,desktop,data analitics online,7.303417408737004,1,Viernes,11,8.303417408737003,0.02411938226618081,1.543093525179856
A1781,Data Analytics Course,193.0,3271.0,187.76,30.0,9.0,0.053,1209.0,2024-11-13,hyderabad,tablet,online data analytic,5.43907115466553,0,Miercoles,11,6.43907115466553,0.059003362885967595,0.9728497409326424
A1782,Data Analytics Course,151.0,4402.0,248.65,21.0,4.0,0.026490066225165563,1722.0,2024-11-19,hyderabad,desktop,data analitics online,5.925397144580735,0,Martes,11,6.925397144580736,0.034302589731940024,1.6466887417218543
A1783,Data Analytics Course,90.0,4281.0,216.36,24.0,4.0,0.044444444444444446,1768.0,2024-11-04,hyderabad,mobile,learn data analytics,7.171565908670733,1,Lunes,11,8.171565908670733,0.02102312543798178,2.4040000000000004
A1785,Data Analytics Course,197.0,4373.0,218.3,18.0,9.0,0.059,1988.0,2024-11-14,hyderabad,desktop,learn data analytics,8.106733852496564,1,Jueves,11,9.106733852496564,0.04504916533272353,1.1081218274111675
A1786,Data Analytics Course,132.0,4524.0,219.44,17.0,3.0,0.055,1949.0,2024-11-24,hyderabad,desktop,learn data analytics,7.881698869850529,1,Domingo,11,8.88169886985053,0.029177718832891247,1.6624242424242424
A1787,Data Analytics Course,96.0,5503.0,243.51,11.0,6.0,0.062,1687.0,2024-11-02,hyderabad,desktop,data analitics online,5.927846905671225,0,Sabado,11,6.927846905671225,0.017445029983645284,2.5365625
A1788,Data Analytics Course,160.0,4154.0,230.16,15.0,6.0,0.0375,1667.0,2024-11-16,hyderabad,mobile,online data analytic,6.242787625999305,0,Sabado,11,7.242787625999305,0.038517091959557055,1.4385
A1789,Data Analytics Course,162.0,5161.0,240.72,16.0,7.0,0.043209876543209874,1649.0,2024-11-15,hyderabad,tablet,learn data analytics,5.850282485875706,0,Viernes,11,6.850282485875706,0.0313892656461926,1.4859259259259259
A1790,Data Analytics Course,171.0,5517.0,233.86,23.0,5.0,0.029,1349.0,2024-11-24,hyderabad,tablet,data analytics course,4.7684084494997,0,Domingo,11,5.7684084494997006,0.03099510603588907,1.3676023391812866
A1791,Data Analytics Course,110.0,4161.0,204.28,16.0,10.0,0.09090909090909091,1447.0,2024-11-14,hyderabad,mobile,data analitics online,6.0834149206970825,0,Jueves,11,7.0834149206970825,0.026435952895938475,1.8570909090909091
A1792,Data Analytics Course,103.0,5332.0,243.72,16.0,3.0,0.029,1882.0,2024-11-28,hyderabad,desktop,online data analytic,6.721976038076481,0,Jueves,11,7.721976038076481,0.019317329332333082,2.36621359223301
A1793,Data Analytics Course,167.0,3620.0,243.81,24.0,8.0,0.053,1001.0,2024-11-05,hyderabad,desktop,data analytics course,3.10565604364054,0,Martes,11,4.10565604364054,0.04613259668508287,1.459940119760479
A1794,Data Analytics Course,132.0,4117.0,239.04,28.0,3.0,0.023,1761.0,2024-11-07,hyderabad,mobile,analytics for data,6.366967871485945,0,Jueves,11,7.366967871485944,0.03206218119990284,1.8109090909090908
A1795,Data Analytics Course,145.0,5400.0,219.89,29.0,3.0,0.020689655172413793,1152.0,2024-11-20,hyderabad,tablet,data analytics course,4.2389831279276,0,Miercoles,11,5.2389831279276,0.026851851851851852,1.5164827586206895
A1796,Data Analytics Course,140.0,5220.0,183.39,25.0,8.0,0.057,1918.0,2024-11-11,hyderabad,desktop,learn data analytics,9.458585528109495,1,Lunes,11,10.458585528109495,0.02681992337164751,1.3099285714285713
A1797,Data Analytics Course,122.0,4524.0,217.66,25.0,10.0,0.053,1799.0,2024-11-26,hyderabad,tablet,data analitics online,7.265184232288891,1,Martes,11,8.265184232288892,0.026967285587975242,1.7840983606557377
A1798,Data Analytics Course,87.0,4081.0,180.63,20.0,4.0,0.046,1665.0,2024-11-08,hyderabad,tablet,data analitics online,8.217737917289487,1,Viernes,11,9.217737917289487,0.021318304337172262,2.076206896551724
A1799,Data Analytics Course,141.0,4239.0,199.82,15.0,5.0,0.035,1639.0,2024-11-27,hyderabad,mobile,data anaytics training,7.202382143929537,1,Miercoles,11,8.202382143929537,0.03326256192498231,1.4171631205673758
A1800,Data Analytics Course,157.0,3367.0,248.9,20.0,8.0,0.051,1470.0,2024-11-30,hyderabad,tablet,data anaytics training,4.90598633989554,0,Sabado,11,5.905986339895541,0.04662904662904663,1.5853503184713376
A1801,Data Analytics Course,95.0,5721.0,208.53,16.0,6.0,0.063,1863.0,2024-11-05,hyderabad,mobile,data analytics course,7.933966335779025,1,Martes,11,8.933966335779024,0.016605488550952632,2.1950526315789474
A1802,Data Analytics Course,160.0,5166.0,210.21,20.0,7.0,0.044,1850.0,2024-11-21,hyderabad,desktop,data analytics course,7.800723086437372,1,Jueves,11,8.800723086437372,0.03097173828881146,1.3138125
